m1,m10,m100,m1000,m1002,m1003,m1004,m1005,m1006,m1007,m1008,m1009,m101,m1010,m1011,m1012,m1013,m1014,m1015,m1016,m1017,m1018,m1019,m102,m1020,m1021,m1022,m1023,m1024,m1025,m1026,m1027,m1028,m1029,m103,m1030,m1031,m1032,m1033,m1034,m1035,m1036,m1037,m1038,m1039,m104,m1040,m1041,m1042,m1043,m1044,m1046,m1047,m1049,m105,m1050,m1051,m1053,m1054,m1055,m1056,m1057,m1058,m1059,m106,m1060,m1061,m1062,m1063,m1064,m1066,m1067,m1068,m1069,m107,m1070,m1071,m1073,m1076,m1077,m1078,m1079,m108,m1080,m1081,m1082,m1083,m1084,m1085,m1086,m1087,m1088,m1089,m1090,m1091,m1092,m1093,m1094,m1095,m1096
0.0,0.5121055338046807,0.3919999498637479,0.7296371365269637,0.40524877371450496,0.3443622074985431,0.19347926246602593,0.2920968427825813,0.2757619603248268,0.43421402470444653,0.5022116232936178,0.39192069102041033,0.5494308569316744,0.4772677029351055,0.30860464177203967,0.636212249729862,0.5775386070190736,0.4490327217762365,0.5403281513241898,0.44044634331314714,0.5139574112153952,0.4219056365026993,0.577184976928074,0.16931322905534335,0.4591342792834653,0.35066109387584904,0.6493970779775107,0.7129292758337475,0.4965383329935253,0.5655626194474876,0.5018096136998121,0.437550656344761,0.6873102072437935,0.6318879854567084,0.3927460709177237,0.3482487456549323,0.4998877994083583,0.5818183972389985,0.5144177418513123,0.5303930737973898,0.6609567982423451,0.7152485248528526,0.2877056162412519,0.2693420520130464,0.0,0.4892503069855117,0.0,0.5871475195296953,0.5480933090956215,0.27378553374241926,0.5332607983752383,0.5577688977659785,0.49730792579824495,0.4460810370992288,0.41069541224793593,0.5661228766798968,0.5354947897881797,0.4095601953728327,0.6088693138862886,0.2557723689888969,0.4279149437693328,0.5416171339933807,0.2596729322550662,0.4630661846120116,0.7996774491423283,0.6272988042389949,0.4491857491226354,0.0,0.3916139183476589,0.34412385798137973,0.6476483938294668,0.4388529646915253,0.7580333199156598,0.6640880425323452,0.4224992210466786,0.0,0.5457644590542515,0.6265822556879542,0.46047066239325585,0.5989477179729199,0.5383854850232078,0.6666353058209201,0.11460132222989476,0.6186358202745113,0.5166285559071689,0.542886752393555,0.5432750046420063,0.6730964171182213,0.5526385198500403,0.7197653748547097,0.34690350048391594,0.4259348900147384,0.6052611098063816,0.6649423486985341,0.3326182305942989,0.4786131207682277,0.4075080968733032,0.5103503896079121,0.5729565926401442,0.5834479227047016
0.5121055338046807,0.0,0.5474582912917454,0.49047168493462423,0.0,0.6109830216102221,0.42374246749048616,0.4606590522881456,0.6576989490636027,0.549539502720276,0.5576553437094114,0.38800282546882786,0.45690946736158466,0.5446374357323888,0.61762014296292,0.4789559896199533,0.4745117093800584,0.5261680674350929,0.4599263728762008,0.4848483529029818,0.4906063985898471,0.5101379274472673,0.48537630833508616,0.5115816521007951,0.5064965835811993,0.47849167275221777,0.5266210149861871,0.4958854792944271,0.5119214437379135,0.5021416610379423,0.09080135520917679,0.5353461163234784,0.5071030856258346,0.5076824470487739,0.3494199635415424,0.4264423321542478,0.5236120567620083,0.4791346525483112,0.43809168445213453,0.29295181794945224,0.4614449988770524,0.562132392800681,0.5356647834843868,0.7545119436327026,0.0,0.5414002699839819,0.0,0.43794882076113256,0.5928774696938269,0.39848702440754374,0.21057611183324196,0.5987810482085947,0.49045013896280376,0.5378762327512884,0.46164284264566174,0.4961750445830397,0.47574153348204673,0.5651024076040491,0.4407538306566348,0.5607731089748617,0.3804291541207741,0.35075830774253836,0.521740961076236,0.4419431304186656,0.0,0.43440548803539175,0.5656645314978279,0.0,0.41576366523146874,0.40128655614662245,0.3763854660610647,0.1747174158123223,0.6201976163836654,0.5224843664073576,0.5272152346584132,0.0,0.0,0.4690003169546906,0.6316649506873753,0.4320934923888461,0.429454687307946,0.5144743938268423,0.00963067890113356,0.4733303528384736,0.4644827047949932,0.48630078868505194,0.4883715584657584,0.43380157459816193,0.2970955917303818,0.4232861432148964,0.21265354844085005,0.5535187313656462,0.459014371905649,0.4557995036519401,0.5294243929170372,0.5946986500901713,0.5338998939622637,0.4541064928012656,0.4131791489202389,0.33733073914650724
0.3919999498637479,0.5474582912917454,0.0,0.48296497594751414,0.0,0.8365838658636446,0.6295381689434141,0.5682817575864507,0.8118069948306984,0.48852450380860296,0.7781062481912102,0.5289187117965911,0.5055974860009094,0.4763867840849672,0.3743097677070676,0.34336163682906484,0.4990160903842815,0.4308082519510037,0.6770877484240873,0.6229491780596571,0.412555714548029,0.5965763153960212,0.32652596491749153,0.629747446722283,0.688992888245299,0.7889584987746823,0.35271630133208653,0.4481945199669796,0.7434181454786819,0.3625529648044178,0.0,0.6204865714392948,0.35869987372513884,0.4838385359341528,0.46195811471834686,0.7067771506749848,0.27569584086431526,0.3978106230039478,0.6122630204717452,0.32578639299134227,0.32355497474575134,0.32277444487698503,0.6078823655554648,0.6593285273241215,0.0,0.6496721733558297,0.0,0.43147484064886327,0.605126774881531,0.49517760062702526,0.6936047156032616,0.8552634468943631,0.4938299363065229,0.6613898717096898,0.5055844498074905,0.4705050258071429,0.5914005543518338,0.501639425699728,0.5888766398618182,0.6834341025792007,0.08914707144460675,0.4487306197453181,0.0,0.5563282374730343,0.0,0.360587329247305,0.5435895738922383,0.0,0.5944774079807109,0.643588504086001,0.1845693190067024,0.0,0.4044857416297628,0.320310380912181,0.6485572342051231,0.0,0.0,0.4102345432809886,0.0,0.33204611079635094,0.1505951758572252,0.3467168408928442,0.0,0.324403664405607,0.5600081699998856,0.5061327926761342,0.28777930324197937,0.2722844391549644,0.932428857780848,0.3185926507441642,0.0,0.6496207279860998,0.34064475253476223,0.30258812962307774,0.7261178001569963,0.5170207795427424,0.5471869255542429,0.4923885467930937,0.42342803277656726,0.40204615230326174
0.7296371365269637,0.49047168493462423,0.48296497594751414,0.0,0.0,0.18076490094257,0.0,0.0,0.0,0.7052228411210263,0.0,0.62437433112269,0.1158445469919042,0.18013913045892882,0.0,0.4458921509466903,0.16072280123719712,0.0,0.8336415647226532,0.8197506575639398,0.3837840770615172,0.0,0.35471481060508325,0.289494805938282,0.8198346574882089,0.9700115756880312,0.7058395950832289,0.0,0.6427700504315603,1.0,0.0,0.13945074268963759,0.45440307821000053,0.2852478269897386,0.8066401300110224,0.2692421409220619,0.11896555476721604,0.5862638214736,0.8084948245855069,0.4963943134873042,0.23904959210974916,0.3057003280142701,0.347963507946538,0.0,0.0,0.3465598758600298,0.0,0.3569786568872512,0.5129124467269545,0.0,0.0,0.0,0.3487172247316884,0.5660162168163144,0.06326533163722325,0.3127014793812077,0.3240612669121258,0.0,0.0,0.0,0.0,0.25842274614724003,0.0,0.46557376347559487,0.0,0.4426749184370272,0.37211111041181566,0.0,0.0,0.969981181268612,0.0,0.0,0.0,0.0,0.857869181055949,0.0,0.0,0.4687176120133362,0.0,0.21995183118491143,0.236137799512296,0.38991593948228953,0.0,0.4369196913751408,0.0,0.0,0.0,0.5721456203801432,0.0,0.5748239986089163,0.0,0.46533861697573287,0.3270927457797941,0.2380716863402471,0.3958576566298306,0.41280972389093445,0.5088365681940349,0.5789976042605331,0.32095233370181897,0.0
0.40524877371450496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7328323464882701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5801809485348194,0.0,0.0,0.0,0.0,0.0,0.4964884833837633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8991991304744291,0.5820671075110805,0.0,0.0,0.0,0.0,0.0,0.5936711628533441,0.0,0.0,0.0,0.0,0.0,0.0,0.5315556495833733,0.0,0.0,0.0,0.0,0.0,0.0,0.7763631733383493,0.0,0.0,0.9370167517219132,0.678542219727578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5801809485348194,0.0,0.0,0.0,0.8104763683999026,0.0,0.0,0.0,0.0,0.0,0.22240135256558127,0.0,0.0,0.0,0.7910036528372707,0.419670541860736,0.0,0.0,0.4322088286260436,0.14584679197197997,0.4497019326763616,0.0,0.0
0.3443622074985431,0.6109830216102221,0.8365838658636446,0.18076490094257,0.0,0.0,0.528448669220269,0.48077116846195334,0.6403620745641023,0.490058366385161,0.3249428568269353,0.50507839831101,0.5489627686045837,0.5120900790328788,0.6478824480498593,0.3672864394754344,0.5652615234424039,0.5605921792508666,0.525460402713295,0.7084516332187085,0.41923267872250175,0.4636222888310528,0.43715152133634794,0.7383362800252473,0.5653345106061299,0.663541398503956,0.46643736674841607,0.23642698934286044,0.5885681630120176,0.37787067387181966,0.0,0.5675212458223774,0.3602914125885655,0.35469346111103794,0.5901304784469633,0.5289536326492732,0.5506338194998491,0.38592457880112274,0.2884045912675849,0.30670255674687724,0.38236153792173344,0.3235845808772888,0.6370550676980038,0.375098877161164,0.0,0.5071531116956947,0.0,0.24932620592922589,0.5253341556006711,0.7120355209582068,0.30584370411676726,0.6336622590132175,0.5286067447309628,0.600454881444531,0.6549402360938691,0.4480056257263445,0.5039351025159065,0.3958275188510719,0.26019126216888094,0.6229629171549154,0.5070801927172128,0.3335472995826173,0.0,0.524332256749091,0.0,0.3034898872014996,0.5400363270769263,0.0,0.4561572786024076,0.47061515776620955,0.0,0.0,0.3595640034669656,0.427385117021802,0.5716877516959787,0.0,0.0,0.40451951468958136,0.0027251491871636,0.35720829564380374,0.3221994976881932,0.39183598307492873,0.0,0.36347923986240765,0.35684316238329983,0.4595098805126392,0.2692930408012736,0.23250317263981,0.33485428224618885,0.2402304912292927,0.15583424231352927,0.6200367149753222,0.2340414692125844,0.2570096923815619,0.7195047924457332,0.47993080157663953,0.5324204262354925,0.5236512922219749,0.29797179174764127,0.3642076445080117
0.19347926246602593,0.42374246749048616,0.6295381689434141,0.0,0.0,0.528448669220269,0.0,0.8817372025025162,0.7406804013920761,0.6339360496911548,0.24770957524285664,0.6563094956866267,0.17203200626798099,0.48134797547737246,0.5142867543274812,0.1752115926473728,0.5729282773920729,0.5349506893530932,0.7574222151798131,0.4490721802598784,0.23427296889729832,0.611431409202346,0.3156974763715812,0.4890388939244897,0.6380509000533455,0.8554529876830763,0.2878410289196677,0.08907477729281647,0.3314386344593039,0.4436296340747815,0.0,0.6448881081876768,0.23375228751417232,0.17985425424028517,0.6110059309925516,0.6144189364174188,0.4484399728514076,0.22707684717920712,0.3223841371985635,0.31821060481219055,0.3292496752509092,0.21120871867470345,0.6953027700688597,0.0,0.0,0.5196366758588041,0.0,0.3909490476001431,0.5787302333345901,0.8817933801497747,0.2942610624455632,0.10673000287373711,0.4308184928789426,0.5763186243305619,0.6604923483428058,0.2549301524937197,0.336871962018474,0.9166068677092128,0.7471498344281668,0.8904954878440842,0.9037909861437085,0.5916740469459381,0.0,0.36681096873970925,0.0,0.20208664643141605,0.5183211546317403,0.0,0.6020214240455979,0.7324118558903497,0.194555409747233,0.0,0.0,0.8959773421306615,0.4514391586326746,0.0,0.0,0.22787182380359863,0.0,0.28956682281169766,0.30713254203767526,0.1715910083511758,0.0,0.2250212781110236,0.20831798458298273,0.26183464368910786,0.13489624081868873,0.20998002402605168,0.17677699454232465,0.3503669765518729,0.41083008386564446,0.6924764905351377,0.1991121944528696,0.19157954342556743,0.6831540392920225,0.47873258147831577,0.4123756085991605,0.3455254078585447,0.22274882607089116,0.5518006158279858
0.2920968427825813,0.4606590522881456,0.5682817575864507,0.0,0.0,0.48077116846195334,0.8817372025025162,0.0,0.7351969648345883,0.695220418816797,0.7097449736865582,0.691309313202271,0.2688986059701559,0.682547760348465,0.7536101817020366,0.20168820767541215,0.5828935259132177,0.48327082892840545,0.6560120787541524,0.6128461251661135,0.4148818481006634,0.5815977110516004,0.2897921424008581,0.818875177468927,0.6106934566252241,0.8096664673705216,0.38432398746774526,0.291609429667805,0.5188529324998098,0.334462520330833,0.0,0.54504617447097,0.33339866701706344,0.43938779773252373,0.3836961663121527,0.5956264924843019,0.6008595594025464,0.3448749443451288,0.375142103650995,0.34992203912239306,0.46064123343057534,0.2449901401027178,0.6340215443863468,0.0,0.0,0.4113680382185516,0.0,0.5257619384077457,0.5632922154531803,0.7135424838732614,0.7238315604730541,0.39131009119939064,0.5478489223538121,0.5948714623730371,0.7304565645538517,0.07568945525778747,0.3773191214412184,0.0,0.4621748843211435,0.9560413740071274,0.4064619308806686,0.11850343274658592,0.0,0.5148369196414416,0.0,0.3758447271727225,0.33438752758859774,0.0,0.0,0.7670108543545276,0.29438170290283827,0.0,0.0,0.27048240311713767,0.549225613044113,0.0,0.0,0.3648449471868449,0.0,0.1733085772664844,0.2824087668202511,0.2308542138620601,0.0,0.2691649256778933,0.3201096754741128,0.13149362834960035,0.6782794910794595,0.22245484615691685,0.2431807237144344,0.15323278581055488,0.0,0.5787551790810969,0.17981865993953422,0.23402013567288957,0.6296257611088114,0.44315457510843353,0.4778640446338216,0.39407548500807527,0.32032214715941043,0.25674961802622726
0.2757619603248268,0.6576989490636027,0.8118069948306984,0.0,0.0,0.6403620745641023,0.7406804013920761,0.7351969648345883,0.0,0.5654876498906534,0.5582292490017834,0.3346423780389481,0.3297717634102309,0.534766712256122,0.40742991424410113,0.1678672991366536,0.363920428267184,0.2984607817866263,0.4220083886087027,0.5444790498612923,0.3450784195489632,0.5766828886374904,0.4489417073646402,0.874709483087258,0.7485035808590051,0.5827259604031586,0.3220118649636651,0.061108945376249946,0.25359184139419266,0.4294740565536201,0.0,0.4852497587828247,0.254754290619327,0.14199770245323612,0.9429249402293148,0.5680874634088158,0.505977119826596,0.22086350524565235,0.43723121264353626,0.37561554862170726,0.3740396112971744,0.3138590995840565,0.7046686001561037,0.0,0.0,0.5635166135635037,0.0,0.32603521897704935,0.5619410039620388,0.5278219374183862,0.3739284550458452,0.3852794759790005,0.5422500559772252,0.6612378673329355,0.5652045239460571,0.07792145747903356,0.6011496687251243,0.0,0.33067624431813486,0.8415635912103877,0.379986112586729,0.15630708932593768,0.0,0.42442599121335295,0.0,0.30615832232554085,0.5631225103754094,0.0,0.0,0.39061273933139223,0.0,0.0,0.035386005637711104,0.07324416343291984,0.6612174566585279,0.0,0.0,0.4179080374593562,0.0,0.13264964189051842,0.31546783278923907,0.23149239846591996,0.0,0.23926265864986768,0.311559076090813,0.4299489441817235,0.46239568107280815,0.31379760739873613,0.10945379100599673,0.48361769317693537,0.0,0.5950433421708047,0.26777967935576574,0.28881197000070113,0.6996636566119802,0.5670410182203787,0.5019353258915548,0.3384260647360726,0.24990362854586445,0.3972380208868832
0.43421402470444653,0.549539502720276,0.48852450380860296,0.7052228411210263,0.0,0.490058366385161,0.6339360496911548,0.695220418816797,0.5654876498906534,0.0,0.7783317288550163,0.6731907062291307,0.34508130955543304,0.7071143462213014,0.8334089110557944,0.48503421042049594,0.5415956962970314,0.49491388882534015,0.5564120088402305,0.7884740767802165,0.5485924538696801,0.6240906590521694,0.4440323807929001,0.7009992018517801,0.5897770901785213,0.6208748766849479,0.5036776391616116,0.4593936778592186,0.8031325912502304,0.5254844115106777,0.0,0.6455659863712294,0.43492009977423607,0.5264890704451382,0.8316716165737407,0.7172238093451403,0.5662854531701882,0.5402488376409137,0.5221123130015265,0.2699256288376676,0.5277450580855966,0.4385831490409042,0.6472247623443756,0.0,0.0,0.491782300673232,0.0,0.4540912824954532,0.4498427808078986,0.6030727451989913,0.6455714819107674,0.1535571483402488,0.40306297681287434,0.4768795010110135,0.5723705217379241,0.38597565323074295,0.5711976944430995,0.6683357246859436,0.6064002951987939,0.1110590168647933,0.25009168596182846,0.35902552336749965,0.0,0.4893332733770327,0.0,0.4705166970712736,0.420184129552397,0.0,0.8301206821880966,0.6304178222021993,0.7072582752171801,0.6922311085554887,0.2424629306994893,0.5730761996671327,0.593225613044275,0.0,0.0,0.4065727775724922,0.0,0.31541377242577384,0.28737569194782286,0.3315374244753114,0.08883005032948915,0.30194263842677116,0.5235440387296535,0.4019511621696016,0.4113095036289526,0.3281830556640136,0.3940584100611936,0.32104085184192155,0.2986195925424887,0.5816099843163732,0.38102647254998817,0.37966628170564415,0.6622479191315989,0.4979971184324086,0.47726860345432304,0.4922347231396348,0.41452110632328576,0.519487033953506
